City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
5783695,Tooele,US,40.5308,-112.2983,55.53,59,1,3.96
1623197,Tual,ID,-5.6667,132.75,83.1,79,29,19.33
2990363,Nîmes,FR,43.8333,4.35,66.27,37,0,9.22
2986626,Plouzané,FR,48.3833,-4.6167,57.6,75,75,15.79
3665202,Aripuanã,BR,-9.1667,-60.6333,86.2,50,54,2.42
338345,Edd,ER,13.9297,41.6925,92.88,40,23,8.66
780687,Berlevåg,NO,70.8578,29.0864,42.75,93,75,10.36
2014624,Udachny,RU,66.4167,112.4,28.89,96,100,11.59
4231997,Avera,US,33.194,-82.5271,70.65,72,100,9.62
1271813,Gagret,IN,31.6667,76.0667,80.53,54,100,18.66
1529376,Korla,CN,41.7597,86.1469,72.41,26,0,6.98
3452900,Porto Belo,BR,-27.1578,-48.5531,66.45,68,60,2.39
2181625,Te Anau,NZ,-45.4167,167.7167,43.77,92,100,5.32
1690039,San Fernando,PH,15.0286,120.6898,87.1,68,59,3.87
2123814,Leningradskiy,RU,69.3833,178.4167,28.67,96,100,6.73
2063042,Port Hedland,AU,-20.3167,118.5667,71.65,73,67,2.3
2159220,Mackay,AU,-21.15,149.2,69.78,88,75,14.97
2125693,Evensk,RU,61.95,159.2333,33.26,99,100,4.05
1855342,Nishihara,JP,26.1842,127.7558,79.52,91,40,8.72
2487130,Sidi Ali,DZ,36.0998,0.4206,71.38,59,11,10.0
2387435,Damara,CF,4.9608,18.7035,83.62,70,91,3.02
204953,Tshikapa,CD,-6.4167,20.8,86.4,46,100,3.0
4323873,Estelle,US,29.8458,-90.1067,69.28,100,90,4.61
2177069,Ballina,AU,-28.8667,153.5667,57.99,94,90,5.75
1494907,Plast,RU,54.3691,60.8136,73.22,47,16,1.72
4562996,Cabo Rojo,PR,18.0866,-67.1457,83.55,71,100,5.99
1506254,Gornyy,RU,55.1153,83.9059,58.8,84,100,3.42
575521,Bogorodskoye,RU,56.55,37.8833,78.6,46,5,12.64
1510377,Belyy Yar,RU,53.6039,91.3903,57.09,86,0,2.95
4026082,Lázaro Cárdenas,MX,17.9583,-102.2,80.8,65,0,2.21
5155414,Galion,US,40.7337,-82.7899,65.25,63,100,8.3
2562247,Marsaxlokk,MT,35.8419,14.5431,77.61,57,0,11.5
5972762,Hay River,CA,60.8156,-115.7999,24.78,86,75,16.11
935214,Saint-Pierre,RE,-21.3393,55.4781,78.39,67,0,3.44
3631507,Nirgua,VE,10.1553,-68.5663,78.85,65,51,4.43
1636308,Manokwari,ID,-0.8667,134.0833,78.94,81,100,2.93
2206854,Gisborne,NZ,-38.6533,178.0042,52.95,59,2,15.03
1625929,Sungai Penuh,ID,-2.0833,101.3833,66.85,94,100,2.68
746628,Gölköy,TR,40.6875,37.6178,56.61,50,71,2.1
3628473,San Cristobal,VE,7.7669,-72.225,73.58,57,100,5.46
2090021,Namatanai,PG,-3.6667,152.4333,80.56,81,76,8.93
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,81,0,0.0
1791347,Wucheng,CN,29.6008,118.175,64.78,99,99,0.96
1045114,Inhambane,MZ,-23.865,35.3833,78.78,61,40,8.05
3381041,Mana,GF,5.6592,-53.7767,82.85,70,11,9.78
1539209,Gubkinskiy,RU,64.434,76.5026,42.71,55,94,16.53
1860871,Kadoma,JP,34.7333,135.5833,69.26,97,98,1.9
3983805,Santa Rosalía,MX,27.3167,-112.2833,67.12,52,0,6.64
1489822,Tegul'det,RU,57.3064,88.1667,47.01,77,97,1.97
1502073,Krasnosel'kup,RU,65.7,82.4667,29.44,67,82,14.85
3933104,Pangoa,PE,-12.1167,-73.0,75.22,71,39,1.45
1847947,Shingū,JP,33.7333,135.9833,69.91,96,100,4.29
1293960,Taunggyi,MM,20.7833,97.0333,72.97,60,17,3.83
3521108,Progreso,MX,21.2833,-89.6667,77.11,72,98,12.33
2123100,Myaundzha,RU,63.0494,147.1858,35.04,69,98,4.81
3837213,San Juan,AR,-31.5375,-68.5364,74.73,61,81,4.41
1283285,Jumla,NP,29.2747,82.1838,57.83,85,100,4.0
3389062,Santo Antônio do Tauá,BR,-1.1519,-48.1294,80.55,85,99,2.64
587876,Valga,EE,57.7778,26.0473,58.15,98,100,6.8
3398355,Igaci,BR,-9.5369,-36.6336,79.63,73,81,8.21
155016,Malinyi,TZ,-8.9333,36.1333,78.31,87,89,1.97
3440777,Rocha,UY,-34.4833,-54.3333,58.6,62,47,8.19
779554,Honningsvåg,NO,70.9821,25.9704,42.55,93,75,4.61
2012956,Yerbogachën,RU,61.2767,108.0108,28.26,64,100,8.68
100926,Umluj,SA,25.0213,37.2685,85.15,61,0,13.11
2013639,Verkhnevilyuysk,RU,63.4453,120.3167,27.68,57,35,4.72
5710360,Winnemucca,US,40.973,-117.7357,55.45,45,1,5.23
3405051,Borba,BR,-4.3878,-59.5939,79.86,91,35,3.91
2315728,Gemena,CD,3.25,19.7667,83.17,57,100,2.89
3141310,Rørvik,NO,64.8621,11.2373,51.78,89,74,17.85
6067747,Matagami,CA,49.7502,-77.6328,37.51,54,20,4.07
1504317,Olkhovka,RU,53.2115,60.6069,68.22,56,100,2.26
2138555,Poum,NC,-20.2333,164.0167,75.38,75,100,9.62
2242001,Caxito,AO,-8.5785,13.6643,86.65,57,21,4.97
1637001,Biak,ID,-0.9131,122.8766,77.02,85,100,4.54
2636713,Stratford-upon-Avon,GB,52.1917,-1.7073,55.02,84,94,7.23
141736,Bam,IR,29.106,58.357,87.57,17,100,18.39
1498087,Nadym,RU,65.5333,72.5167,39.47,51,73,15.17
3843123,Neuquén,AR,-38.9516,-68.0591,46.29,87,0,3.44
3461370,Imbituba,BR,-28.24,-48.6703,64.29,62,0,8.39
240210,Birao,CF,10.2849,22.7882,101.55,17,84,0.78
3939761,Hualmay,PE,-11.0964,-77.6139,66.34,81,45,8.79
3489005,Port Antonio,JM,18.18,-76.4612,82.27,63,44,11.77
1254709,Tezu,IN,27.9167,96.1667,70.93,97,100,4.21
5922281,Chute-aux-Outardes,CA,49.1168,-68.399,48.2,94,90,1.79
3887127,Iquique,CL,-20.2208,-70.1431,67.57,69,22,3.98
1280849,Kashgar,CN,39.4547,75.9797,78.01,20,20,6.71
5359864,Isla Vista,US,34.4133,-119.861,52.66,87,40,3.44
3374210,São Filipe,CV,14.8961,-24.4956,77.2,64,89,8.81
4726521,San Patricio,US,28.017,-97.5169,74.44,81,100,11.18
3896105,Cauquenes,CL,-35.9671,-72.3225,56.73,57,100,3.62
477940,Ust-Tsilma,RU,65.441,52.1498,68.41,41,100,4.92
1524325,Ekibastuz,KZ,51.6667,75.3667,72.91,39,100,9.37
3835869,Santiago del Estero,AR,-27.7951,-64.2615,69.76,72,100,10.4
4192800,Eatonton,US,33.3268,-83.3885,71.15,66,100,7.99
1337619,Ugoofaaru,MV,5.6667,73.0,83.55,78,76,17.09
2630299,Hofn,IS,64.2539,-15.2082,42.82,39,20,19.57
2013952,Ust'-Ilimsk,RU,58.0006,102.6619,35.87,41,82,4.0
3902377,La Santisima Trinidad,BO,-14.8333,-64.9,81.97,61,8,4.05
1280037,Shache,CN,38.4167,77.2406,76.48,17,96,3.04
5655240,Great Falls,US,47.5002,-111.3008,55.42,55,1,3.0
2161515,Kiama,AU,-34.6833,150.8667,49.3,86,0,1.01
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,80.42,66,40,2.1
1529660,Aksu,CN,41.1231,80.2644,73.17,25,2,5.55
770157,Gmina Jędrzejów,PL,50.6394,20.3045,54.14,91,100,5.99
2145554,Ulladulla,AU,-35.35,150.4667,47.3,74,0,5.61
1632694,Pangkalanbuun,ID,-2.6833,111.6167,75.78,97,100,2.51
2012728,Zakamensk,RU,50.3741,103.2863,45.19,85,75,2.8
2312895,Mbandaka,CD,0.0487,18.2603,79.56,73,80,4.52
337152,Gebre Guracha,ET,9.8,38.4,70.65,42,89,1.74
3869716,Tocopilla,CL,-22.092,-70.1979,69.67,62,68,6.08
69559,Yarim,YE,14.298,44.3779,65.53,53,94,7.16
1700968,Maribojoc,PH,9.7417,123.8446,84.18,87,100,8.16
1516589,Zhezkazgan,KZ,47.8043,67.7144,82.69,21,11,8.14
3464618,Dois Córregos,BR,-22.3661,-48.3803,70.25,47,0,2.93
5850554,Makakilo City,US,21.3469,-158.0858,72.28,69,20,18.03
5866063,Kenai,US,60.5544,-151.2583,42.17,75,1,6.91
5554072,Juneau,US,58.3019,-134.4197,38.62,97,20,3.58
305532,Kurtalan,TR,37.9272,41.7028,90.36,24,0,4.14
1264976,Leh,IN,34.1667,77.5833,49.51,31,22,6.85
2511930,Requena,ES,39.4883,-1.1004,72.05,24,4,19.06
1491719,Sladkovo,RU,55.5284,70.3385,63.81,69,54,17.07
1849563,Tsuruoka,JP,38.7217,139.8217,56.82,91,100,3.91
2120612,Tigil',RU,57.8,158.6667,35.38,96,100,7.23
3424607,Tasiilaq,GL,65.6145,-37.6368,24.96,64,1,3.09
1856392,Muroto-misakicho,JP,33.2833,134.15,70.09,94,85,7.27
627811,Ivanava,BY,52.1451,25.5365,57.47,93,100,7.78
2458334,Douentza,ML,14.9951,-2.9517,109.69,11,100,6.35
934479,Grand Gaube,MU,-20.0064,57.6608,78.39,66,0,1.99
2654970,Brae,GB,60.3964,-1.353,48.11,77,100,13.58
933102,Sekoma,BW,-24.4,23.8833,79.29,14,72,7.43
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,78.28,61,5,2.42
3899695,Ancud,CL,-41.8697,-73.8203,54.23,73,100,4.99
6620339,Karratha,AU,-20.7377,116.8463,77.18,57,96,6.35
4564133,Dorado,PR,18.4588,-66.2677,82.63,57,40,10.4
5478673,Meadow Lake,US,34.8014,-106.5436,54.57,44,98,7.63
1152227,Mae Chan,TH,20.1467,99.8526,83.86,72,86,2.42
477579,Uyemskiy,RU,64.4743,40.8524,77.05,47,40,12.8
1812988,Dengzhou,CN,37.8086,120.7508,64.92,44,0,11.36
7341918,Moba,CN,33.2288,105.0179,54.18,87,100,3.49
2338660,Yaan,NG,7.3833,8.5667,90.99,48,56,7.47
332746,Korem,ET,12.5058,39.5228,71.38,28,16,8.66
1633419,Padang,ID,-0.9492,100.3543,78.85,80,100,1.88
3873145,Río Bueno,CL,-40.3167,-72.9667,35.74,64,100,3.74
3664321,Eirunepé,BR,-6.6603,-69.8736,82.63,71,56,0.85
1265996,Kothāpet,IN,19.3333,79.4833,89.74,52,97,6.44
2448442,Yorosso,ML,12.3536,-4.7761,107.58,13,100,12.46
3629710,Puerto Ayacucho,VE,5.6639,-67.6236,76.91,86,94,0.96
1581349,Ha Giang,VN,22.8333,104.9833,79.97,97,100,2.08
2027042,Batagay-Alyta,RU,67.8006,130.4114,32.43,81,100,14.88
3359638,Walvis Bay,NA,-22.9575,14.5053,76.15,48,0,9.06
156974,Kisesa,TZ,-3.0833,34.15,79.12,55,54,3.98
2618795,Klaksvík,FO,62.2266,-6.589,43.72,72,99,22.5
3980683,Valentín Gómez Farías,MX,28.2167,-106.5833,61.57,23,0,5.64
3430545,Morón,AR,-34.6534,-58.6198,56.95,64,3,3.18
2021799,Konstantinovka,RU,49.6167,127.9833,54.7,84,100,4.74
7671223,Kloulklubed,PW,7.0419,134.2556,77.5,88,100,18.59
780643,Bjørnevatn,NO,69.6672,29.9847,48.54,93,40,3.44
3893726,Constitución,CL,-35.3333,-72.4167,57.15,85,100,10.04
2013921,Ust-Kuyga,RU,70.0167,135.6,29.73,90,79,13.76
3693345,Pucallpa,PE,-8.3791,-74.5539,77.04,88,40,4.61
2023584,Imeni Poliny Osipenko,RU,52.4201,136.4853,39.76,90,100,8.39
3403697,Cametá,BR,-2.2444,-49.4958,80.22,77,75,2.44
3579925,St. George's,GD,12.0564,-61.7485,82.26,74,5,16.2
5851349,Nānākuli,US,21.3906,-158.1547,73.44,69,20,16.13
4615145,Cookeville,US,36.1628,-85.5016,69.3,69,1,4.0
6533368,Moranbah,AU,-22.0016,148.0466,58.77,81,0,10.18
1803422,Linhai,CN,28.85,121.1167,66.65,93,100,2.06
1733953,Lahad Datu,MY,5.0268,118.327,77.85,91,100,2.04
2409914,Bonthe,SL,7.5264,-12.505,86.2,69,100,9.04
2294915,Takoradze,GH,4.8845,-1.7554,84.76,69,100,11.3
3355624,Maltahöhe,NA,-24.8333,16.9833,82.04,14,0,14.72
5059430,Grand Forks,US,47.9417,-97.4337,63.28,63,1,12.66
4036284,Alofi,NU,-19.0595,-169.9187,79.23,66,3,19.28
352628,Maţāy,EG,28.419,30.7792,95.11,15,0,19.48
3174050,Province of Mantua,IT,45.1667,10.7833,75.58,34,66,3.0
1791779,Wanning,CN,18.8003,110.3967,81.84,89,49,9.89
1307741,Myitkyina,MM,25.3833,97.4,78.76,65,96,5.7
2128867,Noshiro,JP,40.2039,140.0242,55.98,75,100,3.94
